Gene Symbol	CUI Term	Phenotype Name	
CDK6	C0003864	Arthritis, Rheumatoid	
RTKN2	C0003864	Arthritis, Rheumatoid	
NPM1P33	C0003864	Arthritis, Rheumatoid	
TPD52	C0003864	Arthritis, Rheumatoid	
MIR5708	C0003864	Arthritis, Rheumatoid	
NACAP1	C0003864	Arthritis, Rheumatoid	
GRHL2	C0003864	Arthritis, Rheumatoid	
HSPA8P14	C0003864	Arthritis, Rheumatoid	
SH2B3	C0003864	Arthritis, Rheumatoid	
GATSL3	C0003864	Arthritis, Rheumatoid	
TRK-TTT4-1	C0003864	Arthritis, Rheumatoid	
TRX-CAT1-7	C0003864	Arthritis, Rheumatoid	
ACOXL	C0003864	Arthritis, Rheumatoid	
EOMES	C0003864	Arthritis, Rheumatoid	
HLA-S	C0003864	Arthritis, Rheumatoid	
MICA	C0003864	Arthritis, Rheumatoid	
SFTPD	C0003864	Arthritis, Rheumatoid	
TXNDC11	C0003864	Arthritis, Rheumatoid	
ZC3H7A	C0003864	Arthritis, Rheumatoid	
MIR5192	C0003864	Arthritis, Rheumatoid	
TMEM17	C0003864	Arthritis, Rheumatoid	
IRX1	C0003864	Arthritis, Rheumatoid	
LINC01020	C0003864	Arthritis, Rheumatoid	
SPATA8	C0003864	Arthritis, Rheumatoid	
LINC00923	C0003864	Arthritis, Rheumatoid	
MRPL35P1	C0003864	Arthritis, Rheumatoid	
CD83	C0003864	Arthritis, Rheumatoid	
FADS2	C0003864	Arthritis, Rheumatoid	
CDK12	C0003864	Arthritis, Rheumatoid	
NEUROD2	C0003864	Arthritis, Rheumatoid	
SMIM21	C0003864	Arthritis, Rheumatoid	
ZNF516	C0003864	Arthritis, Rheumatoid	
TEC	C0003864	Arthritis, Rheumatoid	
MIR4464	C0003864	Arthritis, Rheumatoid	
MAP3K7	C0003864	Arthritis, Rheumatoid	
USF1P1	C0003864	Arthritis, Rheumatoid	
IFNGR2	C0003864	Arthritis, Rheumatoid	
RPS12P4	C0003864	Arthritis, Rheumatoid	
C2orf91	C0003864	Arthritis, Rheumatoid	
ZNF365	C0003864	Arthritis, Rheumatoid	
PSMA4	C0003864	Arthritis, Rheumatoid	
SPSB1	C0003864	Arthritis, Rheumatoid	
PGBD4P8	C0003864	Arthritis, Rheumatoid	
NFIA	C0003864	Arthritis, Rheumatoid	
RPP14	C0003864	Arthritis, Rheumatoid	
FAM107A	C0003864	Arthritis, Rheumatoid	
RNA5SP299	C0003864	Arthritis, Rheumatoid	
LINC00709	C0003864	Arthritis, Rheumatoid	
LOC101927437	C0003864	Arthritis, Rheumatoid	
CLYBL	C0003864	Arthritis, Rheumatoid	
OS9	C0003864	Arthritis, Rheumatoid	
KIF5A	C0003864	Arthritis, Rheumatoid	
MMEL1	C0003864	Arthritis, Rheumatoid	
TRN-GTT2-2	C0003864	Arthritis, Rheumatoid	
TRG-TCC4-1	C0003864	Arthritis, Rheumatoid	
CNTN6	C0003864	Arthritis, Rheumatoid	
RPL23AP38	C0003864	Arthritis, Rheumatoid	
GUSBP1	C0003864	Arthritis, Rheumatoid	
CDH12	C0003864	Arthritis, Rheumatoid	
GALNT18	C0003864	Arthritis, Rheumatoid	
PRR5L	C0003864	Arthritis, Rheumatoid	
TRAF6	C0003864	Arthritis, Rheumatoid	
NFYAP1	C0003864	Arthritis, Rheumatoid	
LGMNP1	C0003864	Arthritis, Rheumatoid	
JDP2	C0003864	Arthritis, Rheumatoid	
BATF	C0003864	Arthritis, Rheumatoid	
RIT2	C0003864	Arthritis, Rheumatoid	
FCRL3	C0003864	Arthritis, Rheumatoid	
SONP1	C0003864	Arthritis, Rheumatoid	
LOC730100	C0003864	Arthritis, Rheumatoid	
CCNG2	C0003864	Arthritis, Rheumatoid	
FTLP9	C0003864	Arthritis, Rheumatoid	
TRPS1	C0003864	Arthritis, Rheumatoid	
LINC00536	C0003864	Arthritis, Rheumatoid	
PRKCQ-AS1	C0003864	Arthritis, Rheumatoid	
LINC00706	C0003864	Arthritis, Rheumatoid	
NDUFB8P3	C0003864	Arthritis, Rheumatoid	
APIP	C0003864	Arthritis, Rheumatoid	
ENOX1	C0003864	Arthritis, Rheumatoid	
MDGA2	C0003864	Arthritis, Rheumatoid	
MIR4510	C0003864	Arthritis, Rheumatoid	
COX6CP4	C0003864	Arthritis, Rheumatoid	
SLC6A11	C0003864	Arthritis, Rheumatoid	
ZNF175	C0003864	Arthritis, Rheumatoid	
EBF4	C0003864	Arthritis, Rheumatoid	
RPL19P1	C0003864	Arthritis, Rheumatoid	
ARL14	C0003864	Arthritis, Rheumatoid	
PPM1L	C0003864	Arthritis, Rheumatoid	
RPS14P10	C0003864	Arthritis, Rheumatoid	
RPS15AP22	C0003864	Arthritis, Rheumatoid	
GDAP1	C0003864	Arthritis, Rheumatoid	
MIR5681A	C0003864	Arthritis, Rheumatoid	
CICP20	C0003864	Arthritis, Rheumatoid	
IGFBP1	C0003864	Arthritis, Rheumatoid	
BMPR1APS2	C0003864	Arthritis, Rheumatoid	
SORL1	C0003864	Arthritis, Rheumatoid	
SV2B	C0003864	Arthritis, Rheumatoid	
TRY-GTA12-1	C0003864	Arthritis, Rheumatoid	
WDR27	C0003864	Arthritis, Rheumatoid	
LINC00924	C0003864	Arthritis, Rheumatoid	
NR2F2-AS1	C0003864	Arthritis, Rheumatoid	
N4BP1	C0003864	Arthritis, Rheumatoid	
PHACTR3	C0003864	Arthritis, Rheumatoid	
KIAA1109	C0003864	Arthritis, Rheumatoid	
LINC00452	C0003864	Arthritis, Rheumatoid	
ETFA	C0003864	Arthritis, Rheumatoid	
MED1	C0003864	Arthritis, Rheumatoid	
FGFR2	C1458155	Breast Neoplasms	
CASC16	C1458155	Breast Neoplasms	
IFITM9P	C1458155	Breast Neoplasms	
CCND1	C1458155	Breast Neoplasms	
TNP1	C1458155	Breast Neoplasms	
DIRC3	C1458155	Breast Neoplasms	
FGF10-AS1	C1458155	Breast Neoplasms	
MRPS30	C1458155	Breast Neoplasms	
ZNF365	C1458155	Breast Neoplasms	
RPL26P19	C1458155	Breast Neoplasms	
MAP3K1	C1458155	Breast Neoplasms	
CHCHD4P2	C1458155	Breast Neoplasms	
RPL36P14	C1458155	Breast Neoplasms	
PTHLH	C1458155	Breast Neoplasms	
CCDC91	C1458155	Breast Neoplasms	
SLC4A7	C1458155	Breast Neoplasms	
EMBP1	C1458155	Breast Neoplasms	
USP44	C1458155	Breast Neoplasms	
PGAM1P5	C1458155	Breast Neoplasms	
ZMIZ1	C1458155	Breast Neoplasms	
TBX3	C1458155	Breast Neoplasms	
UBA52P7	C1458155	Breast Neoplasms	
CCDC170	C1458155	Breast Neoplasms	
TOX3	C1458155	Breast Neoplasms	
RAD51B	C1458155	Breast Neoplasms	
MKL1	C1458155	Breast Neoplasms	
ESR1	C1458155	Breast Neoplasms	
HIGD1AP6	C1458155	Breast Neoplasms	
HNF4G	C1458155	Breast Neoplasms	
CDYL2	C1458155	Breast Neoplasms	
ADAM29	C1458155	Breast Neoplasms	
NRIP1	C1458155	Breast Neoplasms	
CYCSP42	C1458155	Breast Neoplasms	
DNAJC1	C1458155	Breast Neoplasms	
ADIPOR1P1	C1458155	Breast Neoplasms	
LINC01488	C1458155	Breast Neoplasms	
SEMA3A	C1458155	Breast Neoplasms	
ELL	C1458155	Breast Neoplasms	
EBF1	C1458155	Breast Neoplasms	
MLLT10	C1458155	Breast Neoplasms	
FTO	C1458155	Breast Neoplasms	
ERBB4	C1458155	Breast Neoplasms	
RPL17P33	C1458155	Breast Neoplasms	
LINC00589	C1458155	Breast Neoplasms	
PAX9	C1458155	Breast Neoplasms	
STXBP4	C1458155	Breast Neoplasms	
BABAM1	C1458155	Breast Neoplasms	
NTRK3	C1458155	Breast Neoplasms	
LOC101928890	C1458155	Breast Neoplasms	
TRIM33	C1458155	Breast Neoplasms	
NOV	C1458155	Breast Neoplasms	
ENPP2	C1458155	Breast Neoplasms	
MDM4	C1458155	Breast Neoplasms	
ITPR1	C1458155	Breast Neoplasms	
UST	C1458155	Breast Neoplasms	
TAB2	C1458155	Breast Neoplasms	
PELI2	C1458155	Breast Neoplasms	
NEK10	C1458155	Breast Neoplasms	
TERT	C1458155	Breast Neoplasms	
THSD4	C1458155	Breast Neoplasms	
LINC01122	C1458155	Breast Neoplasms	
RNA5SP94	C1458155	Breast Neoplasms	
ADGRB3	C1458155	Breast Neoplasms	
RPL32P28	C1458155	Breast Neoplasms	
LINC00395	C1458155	Breast Neoplasms	
OVOL1-AS1	C1458155	Breast Neoplasms	
SNX32	C1458155	Breast Neoplasms	
CYYR1	C1458155	Breast Neoplasms	
CYYR1-AS1	C1458155	Breast Neoplasms	
MAPKAPK5P1	C1458155	Breast Neoplasms	
PHB2P1	C1458155	Breast Neoplasms	
LSP1	C1458155	Breast Neoplasms	
PRR33	C1458155	Breast Neoplasms	
LINC01101	C1458155	Breast Neoplasms	
GLI2	C1458155	Breast Neoplasms	
MIR1208	C1458155	Breast Neoplasms	
LINC00824	C1458155	Breast Neoplasms	
MIER3	C1458155	Breast Neoplasms	
GPBP1	C1458155	Breast Neoplasms	
ARHGEF5	C1458155	Breast Neoplasms	
PEX14	C1458155	Breast Neoplasms	
PCAT18	C1458155	Breast Neoplasms	
AQP4	C1458155	Breast Neoplasms	
KCNN4	C1458155	Breast Neoplasms	
SETD9	C1458155	Breast Neoplasms	
CCDC88C	C1458155	Breast Neoplasms	
RALB	C1458155	Breast Neoplasms	
INHBB	C1458155	Breast Neoplasms	
PKNOX2	C1458155	Breast Neoplasms	
RPS27P20	C1458155	Breast Neoplasms	
TMEM45B	C1458155	Breast Neoplasms	
ARRDC3-AS1	C1458155	Breast Neoplasms	
RAB5CP2	C1458155	Breast Neoplasms	
EMID1	C1458155	Breast Neoplasms	
FOXQ1	C1458155	Breast Neoplasms	
FOXF2	C1458155	Breast Neoplasms	
RANBP9	C1458155	Breast Neoplasms	
MCUR1	C1458155	Breast Neoplasms	
RPL17P25	C1458155	Breast Neoplasms	
FAM46A	C1458155	Breast Neoplasms	
ZC3H11A	C1458155	Breast Neoplasms	
ZBED6	C1458155	Breast Neoplasms	
LGR6	C1458155	Breast Neoplasms	
DLX2	C1458155	Breast Neoplasms	
ITGA6	C1458155	Breast Neoplasms	
KLF4	C1458155	Breast Neoplasms	
RPL36AP6	C1458155	Breast Neoplasms	
TBX5-AS1	C1458155	Breast Neoplasms	
OSTF1P1	C1458155	Breast Neoplasms	
RALY	C1458155	Breast Neoplasms	
DCLRE1B	C1458155	Breast Neoplasms	
AP4B1	C1458155	Breast Neoplasms	
RNA5SP109	C1458155	Breast Neoplasms	
RPL7P61	C1458155	Breast Neoplasms	
TGFBR2	C1458155	Breast Neoplasms	
LINC01153	C1458155	Breast Neoplasms	
RPS2P18	C1458155	Breast Neoplasms	
CDCA7	C1458155	Breast Neoplasms	
RPL5P15	C1458155	Breast Neoplasms	
PDE4D	C1458155	Breast Neoplasms	
RNF146	C1458155	Breast Neoplasms	
CDKN2B-AS1	C1458155	Breast Neoplasms	
TCF7L2	C1458155	Breast Neoplasms	
CHST9	C1458155	Breast Neoplasms	
LINC01140	C1458155	Breast Neoplasms	
LMO4	C1458155	Breast Neoplasms	
TET2	C1458155	Breast Neoplasms	
GNAI2P1	C1458155	Breast Neoplasms	
RPL30P11	C1458155	Breast Neoplasms	
PRC1	C1458155	Breast Neoplasms	
RCCD1	C1458155	Breast Neoplasms	
PRC1-AS1	C1458155	Breast Neoplasms	
ANKLE1	C1458155	Breast Neoplasms	
LINC01376	C1458155	Breast Neoplasms	
MIR4757	C1458155	Breast Neoplasms	
AREG	C1458155	Breast Neoplasms	
BTC	C1458155	Breast Neoplasms	
SV2C	C1458155	Breast Neoplasms	
BRCA2	C1458155	Breast Neoplasms	
DGKK	C0848558	Hypospadias	
HAAO	C0848558	Hypospadias	
EEFSEC	C0848558	Hypospadias	
E2F4P1	C0848558	Hypospadias	
DAAM2	C0848558	Hypospadias	
ZFHX3	C0848558	Hypospadias	
IRX5	C0848558	Hypospadias	
IRX6	C0848558	Hypospadias	
TTC4P1	C0848558	Hypospadias	
HMGN1P19	C0848558	Hypospadias	
XKR9	C0848558	Hypospadias	
EYA1	C0848558	Hypospadias	
LINC00977	C0848558	Hypospadias	
MIR3686	C0848558	Hypospadias	
TAX1BP1	C0848558	Hypospadias	
HOXA3	C0848558	Hypospadias	
HOXA4	C0848558	Hypospadias	
HOXA-AS2	C0848558	Hypospadias	
PKDCC	C0848558	Hypospadias	
EML4	C0848558	Hypospadias	
KCNMA1	C0848558	Hypospadias	
GREM1	C0848558	Hypospadias	
FTH1P21	C0848558	Hypospadias	
PDGFC	C0848558	Hypospadias	
DNAH6	C0848558	Hypospadias	
EXOC3	C0848558	Hypospadias	
CCDC59	C0848558	Hypospadias	
ADK	C0848558	Hypospadias	
MARK2P11	C0848558	Hypospadias	
EBF1	C0848558	Hypospadias	
LINC00917	C0848558	Hypospadias	
FENDRR	C0848558	Hypospadias	
LOC285740	C0848558	Hypospadias	
ST5	C0848558	Hypospadias	
SCN10A	C1142166	Brugada Syndrome	
HEY2	C1142166	Brugada Syndrome	
TRE-CTC1-7	C1142166	Brugada Syndrome	
SCN5A	C1142166	Brugada Syndrome	
PKD2	C0018099	Gout	
ABCG2	C0018099	Gout	
SLC2A9	C0018099	Gout	
MYL2	C0018099	Gout	
CUX2	C0018099	Gout	
BCAS3	C0018099	Gout	
TAB3	C0018099	Gout	
FTHL17	C0018099	Gout	
GCKR	C0018099	Gout	
AGBL4	C0018099	Gout	
ZFYVE9P1	C0018099	Gout	
MAGEA13P	C0018099	Gout	
LINC00907	C0018099	Gout	
RELN	C0018099	Gout	
MRPS33P2	C0018099	Gout	
LINC01258	C0018099	Gout	
ASIC2	C0018099	Gout	
CNTLN	C0018099	Gout	
TMSB4XP8	C0018099	Gout	
GRID2	C0018099	Gout	
TLL1	C0018099	Gout	
CNIH2	C0018099	Gout	
KCNQ1	C0018099	Gout	
ATP1A4	C0018099	Gout	
RARB	C0018099	Gout	
LRTM1	C0018099	Gout	
WNT5A	C0018099	Gout	
PPARGC1A	C0018099	Gout	
FAT1	C0018099	Gout	
MRPS36P2	C0018099	Gout	
FSTL4	C0018099	Gout	
PPARD	C0018099	Gout	
SLC22A1	C0018099	Gout	
JAZF1	C0018099	Gout	
PDE1C	C0018099	Gout	
TPST1	C0018099	Gout	
HGF	C0018099	Gout	
LHFPL3	C0018099	Gout	
CFTR	C0018099	Gout	
TRPA1	C0018099	Gout	
RNA5SP271	C0018099	Gout	
PTPRD	C0018099	Gout	
ABCA1	C0018099	Gout	
CYP2C8	C0018099	Gout	
CYP2E1	C0018099	Gout	
SLC22A18AS	C0018099	Gout	
ABCC8	C0018099	Gout	
ALX4	C0018099	Gout	
MAP3K11	C0018099	Gout	
WNT5B	C0018099	Gout	
ABCC9	C0018099	Gout	
VDR	C0018099	Gout	
BDKRB2	C0018099	Gout	
LOC102724766	C0018099	Gout	
RBFOX1	C0018099	Gout	
PRKCA	C0018099	Gout	
KRT18P3	C0018099	Gout	
CYB5AP4	C0018099	Gout	
SLC13A3	C0018099	Gout	
ABCG1	C0018099	Gout	
CTBP2P3	C0018099	Gout	
HMGN1P31	C0018099	Gout	
CLDN24	C0018099	Gout	
CDKN2AIP	C0018099	Gout	
FGFR2	C0018099	Gout	
OR13C3	C0018099	Gout	
OR13C8	C0018099	Gout	
SLC22A11	C0018099	Gout	
GRIK2	C0018099	Gout	
TTC6	C0018099	Gout	
SSTR1	C0018099	Gout	
BCL11A	C0002895	Anemia, Sickle Cell	
OR51L1	C0002895	Anemia, Sickle Cell	
OR51P1P	C0002895	Anemia, Sickle Cell	
UGT1A1	C0002895	Anemia, Sickle Cell	
UGT1A4	C0002895	Anemia, Sickle Cell	
UGT1A8	C0002895	Anemia, Sickle Cell	
UGT1A6	C0002895	Anemia, Sickle Cell	
UGT1A10	C0002895	Anemia, Sickle Cell	
UGT1A7	C0002895	Anemia, Sickle Cell	
UGT1A5	C0002895	Anemia, Sickle Cell	
UGT1A9	C0002895	Anemia, Sickle Cell	
UGT1A3	C0002895	Anemia, Sickle Cell	
MIR3662	C0002895	Anemia, Sickle Cell	
MYB	C0002895	Anemia, Sickle Cell	
OR51I1	C0002895	Anemia, Sickle Cell	
OR51I2	C0002895	Anemia, Sickle Cell	
NPRL3	C0002895	Anemia, Sickle Cell	
ARAP1	C0002895	Anemia, Sickle Cell	
B3GAT2	C0002895	Anemia, Sickle Cell	
LYPLA1P3	C0002895	Anemia, Sickle Cell	
MIR4301	C0002895	Anemia, Sickle Cell	
TMPRSS5	C0002895	Anemia, Sickle Cell	
NCK2	C0002895	Anemia, Sickle Cell	
C2orf40	C0002895	Anemia, Sickle Cell	
MCC	C0002895	Anemia, Sickle Cell	
HLX-AS1	C0002895	Anemia, Sickle Cell	
LINC01191	C0002895	Anemia, Sickle Cell	
SEPHS1P7	C0002895	Anemia, Sickle Cell	
TENM3	C0002895	Anemia, Sickle Cell	
LRRTM1	C0002895	Anemia, Sickle Cell	
MTND4P25	C0002895	Anemia, Sickle Cell	
PHEX	C0002895	Anemia, Sickle Cell	
ABCB11	C0002895	Anemia, Sickle Cell	
LOC102724020	C0002895	Anemia, Sickle Cell	
CLEC12B	C0002895	Anemia, Sickle Cell	
SAR1AP3	C0002895	Anemia, Sickle Cell	
PRDM5	C0002895	Anemia, Sickle Cell	
ATP6V0A4	C0002895	Anemia, Sickle Cell	
LOC101927854	C0002895	Anemia, Sickle Cell	
THRB	C0002895	Anemia, Sickle Cell	
PDE5A	C0002895	Anemia, Sickle Cell	
MAD2L1	C0002895	Anemia, Sickle Cell	
RNA5SP87	C0002895	Anemia, Sickle Cell	
KLHL29	C0002895	Anemia, Sickle Cell	
YTHDC2	C0002895	Anemia, Sickle Cell	
KCNN2	C0002895	Anemia, Sickle Cell	
PLEKHG1	C0002895	Anemia, Sickle Cell	
CSMD1	C0002895	Anemia, Sickle Cell	
TMEFF2	C0002895	Anemia, Sickle Cell	
MICA	C0004943	Behcet Syndrome	
HLA-X	C0004943	Behcet Syndrome	
DHFRP2	C0004943	Behcet Syndrome	
FGFR3P1	C0004943	Behcet Syndrome	
HCG22	C0004943	Behcet Syndrome	
C6orf15	C0004943	Behcet Syndrome	
PSORS1C1	C0004943	Behcet Syndrome	
IL10	C0004943	Behcet Syndrome	
HLA-B	C0004943	Behcet Syndrome	
RPL3P2	C0004943	Behcet Syndrome	
WASF5P	C0004943	Behcet Syndrome	
FLT1P1	C0004943	Behcet Syndrome	
CCR1	C0004943	Behcet Syndrome	
LOC101929072	C0004943	Behcet Syndrome	
HLA-S	C0004943	Behcet Syndrome	
HCP5	C0004943	Behcet Syndrome	
IL23R	C0004943	Behcet Syndrome	
IL12RB2	C0004943	Behcet Syndrome	
MOG	C0004943	Behcet Syndrome	
MICG	C0004943	Behcet Syndrome	
HCG4P8	C0004943	Behcet Syndrome	
LOC102724748	C0004943	Behcet Syndrome	
ERAP1	C0004943	Behcet Syndrome	
PSORS1C3	C0004943	Behcet Syndrome	
HCG27	C0004943	Behcet Syndrome	
HCG9	C0004943	Behcet Syndrome	
DDX39BP2	C0004943	Behcet Syndrome	
IL12A-AS1	C0004943	Behcet Syndrome	
ZNRD1-AS1	C0004943	Behcet Syndrome	
CCHCR1	C0004943	Behcet Syndrome	
STAT4	C0004943	Behcet Syndrome	
KLRC4	C0004943	Behcet Syndrome	
KLRC4-KLRK1	C0004943	Behcet Syndrome	
HLA-C	C0004943	Behcet Syndrome	
HCG26	C0004943	Behcet Syndrome	
PSORS1C2	C0004943	Behcet Syndrome	
TFCP2L1	C0004943	Behcet Syndrome	
IFITM4P	C0004943	Behcet Syndrome	
3.8-1.5	C0004943	Behcet Syndrome	
LINC01149	C0004943	Behcet Syndrome	
LINC00243	C0004943	Behcet Syndrome	
DDR1	C0004943	Behcet Syndrome	
HLA-F-AS1	C0004943	Behcet Syndrome	
SUMO2P1	C0004943	Behcet Syndrome	
CPLX1	C0004943	Behcet Syndrome	
NAPGP2	C0004943	Behcet Syndrome	
MUC21	C0004943	Behcet Syndrome	
HLA-W	C0004943	Behcet Syndrome	
MICD	C0004943	Behcet Syndrome	
HCG21	C0004943	Behcet Syndrome	
DPCR1	C0004943	Behcet Syndrome	
HCG4	C0004943	Behcet Syndrome	
DDX39B	C0004943	Behcet Syndrome	
ATP6V1G2-DDX39B	C0004943	Behcet Syndrome	
SNORD117	C0004943	Behcet Syndrome	
MCCD1	C0004943	Behcet Syndrome	
RNF39	C0004943	Behcet Syndrome	
TRIM31	C0004943	Behcet Syndrome	
HCG17	C0004943	Behcet Syndrome	
LTA	C0004943	Behcet Syndrome	
TRIM31-AS1	C0004943	Behcet Syndrome	
TRIM40	C0004943	Behcet Syndrome	
HCG18	C0004943	Behcet Syndrome	
MUC22	C0004943	Behcet Syndrome	
MICC	C0004943	Behcet Syndrome	
TMPOP1	C0004943	Behcet Syndrome	
PPIAP9	C0004943	Behcet Syndrome	
RPL15P4	C0004943	Behcet Syndrome	
HLA-U	C0004943	Behcet Syndrome	
HCG4P5	C0004943	Behcet Syndrome	
HLA-F	C0004943	Behcet Syndrome	
TRIM26	C0004943	Behcet Syndrome	
NFKBIL1	C0004943	Behcet Syndrome	
MICF	C0004943	Behcet Syndrome	
3.8-1.4	C0004943	Behcet Syndrome	
C1GALT1	C0004943	Behcet Syndrome	
COL28A1	C0004943	Behcet Syndrome	
HLA-E	C0004943	Behcet Syndrome	
FOXP1	C0004943	Behcet Syndrome	
NCR3	C0004943	Behcet Syndrome	
UQCRHP1	C0004943	Behcet Syndrome	
RYBP	C0004943	Behcet Syndrome	
SHQ1	C0004943	Behcet Syndrome	
ATP6V1G2	C0004943	Behcet Syndrome	
ZFP57	C0004943	Behcet Syndrome	
ZDHHC20P1	C0004943	Behcet Syndrome	
VARS2	C0004943	Behcet Syndrome	
LACC1	C0004943	Behcet Syndrome	
SFTA2	C0004943	Behcet Syndrome	
ISX	C0004943	Behcet Syndrome	
COX7BP1	C0004943	Behcet Syndrome	
HCG4P7	C0004943	Behcet Syndrome	
GPM6A	C0004943	Behcet Syndrome	
TCF19	C0004943	Behcet Syndrome	
POU5F1	C0004943	Behcet Syndrome	
CSMD1	C0004943	Behcet Syndrome	
HCG20	C0004943	Behcet Syndrome	
ABCB5	C0004943	Behcet Syndrome	
SP8	C0004943	Behcet Syndrome	
MICB	C0004943	Behcet Syndrome	
KSR2	C0004943	Behcet Syndrome	
RFC5	C0004943	Behcet Syndrome	
FBXL2	C0004943	Behcet Syndrome	
NSMCE2	C0004943	Behcet Syndrome	
HMGXB4	C0004943	Behcet Syndrome	
HLA-DOB	C0004943	Behcet Syndrome	
TAP2	C0004943	Behcet Syndrome	
RPL26P5	C0004943	Behcet Syndrome	
LINC01197	C0004943	Behcet Syndrome	
IL22RA2	C0004943	Behcet Syndrome	
IFNGR1	C0004943	Behcet Syndrome	
UBP1	C0004943	Behcet Syndrome	
CLASP2	C0004943	Behcet Syndrome	
WDFY4	C0004943	Behcet Syndrome	
CCR3	C0004943	Behcet Syndrome	
UQCRC2P1	C0004943	Behcet Syndrome	
MCF2L2	C0004943	Behcet Syndrome	
CEBPB	C0004943	Behcet Syndrome	
COX6CP2	C0004943	Behcet Syndrome	
SNX18	C0004943	Behcet Syndrome	
ESM1	C0004943	Behcet Syndrome	
ADAMTS9-AS2	C0004943	Behcet Syndrome	
MAGI1	C0004943	Behcet Syndrome	
C3orf80	C0004943	Behcet Syndrome	
IFT80	C0004943	Behcet Syndrome	
EFCAB11	C0004943	Behcet Syndrome	
PPP1R10	C0004943	Behcet Syndrome	
MDC1	C0004943	Behcet Syndrome	
LINC01107	C0004943	Behcet Syndrome	
TWIST2	C0004943	Behcet Syndrome	
JARID2	C0004943	Behcet Syndrome	
NRBF2P2	C0004943	Behcet Syndrome	
IL1R2	C0004943	Behcet Syndrome	
DGKZP1	C0004943	Behcet Syndrome	
WWTR1	C0004943	Behcet Syndrome	
PAPPA-AS1	C0004943	Behcet Syndrome	
ASTN2	C0004943	Behcet Syndrome	
LOC101928205	C0004943	Behcet Syndrome	
CCDC42	C0004943	Behcet Syndrome	
POLR2M	C0004943	Behcet Syndrome	
ALDH1A2	C0004943	Behcet Syndrome	
TMEM233	C0004943	Behcet Syndrome	
PRKAB1	C0004943	Behcet Syndrome	
UBE2QL1	C0004943	Behcet Syndrome	
LINC01018	C0004943	Behcet Syndrome	
UBD	C0004943	Behcet Syndrome	
OR2H5P	C0004943	Behcet Syndrome	
MIR1284	C0004943	Behcet Syndrome	
EIF4E3	C0004943	Behcet Syndrome	
LZTFL1	C0004943	Behcet Syndrome	
MYRFL	C0004943	Behcet Syndrome	
CNOT2	C0004943	Behcet Syndrome	
ACSBG1	C0004943	Behcet Syndrome	
FXYD5	C0004943	Behcet Syndrome	
NR3C1	C0004943	Behcet Syndrome	
FYCO1	C0004943	Behcet Syndrome	
ILDR1	C0004943	Behcet Syndrome	
RPS26P53	C0004943	Behcet Syndrome	
CDHR3	C0004943	Behcet Syndrome	
CDK20	C0004943	Behcet Syndrome	
RPS10P3	C0004943	Behcet Syndrome	
CDSN	C0004943	Behcet Syndrome	
RANBP20P	C0004943	Behcet Syndrome	
EDDM3DP	C0004943	Behcet Syndrome	
MIR3141	C0004943	Behcet Syndrome	
LARP1	C0004943	Behcet Syndrome	
UBQLN1P1	C0004943	Behcet Syndrome	
BMP2	C0010278	Craniosynostoses	
MIR8062	C0010278	Craniosynostoses	
BBS9	C0010278	Craniosynostoses	
TNIP1	C0011615	Dermatitis, Atopic	
ANXA6	C0011615	Dermatitis, Atopic	
PRKRA	C0011615	Dermatitis, Atopic	
LOC101927027	C0011615	Dermatitis, Atopic	
CRNN	C0011615	Dermatitis, Atopic	
LCE5A	C0011615	Dermatitis, Atopic	
CRCT1	C0011615	Dermatitis, Atopic	
LCE3E	C0011615	Dermatitis, Atopic	
RPTN	C0011615	Dermatitis, Atopic	
HRNR	C0011615	Dermatitis, Atopic	
OR10A3	C0011615	Dermatitis, Atopic	
NLRP10	C0011615	Dermatitis, Atopic	
RASIP1	C0011615	Dermatitis, Atopic	
GLB1	C0011615	Dermatitis, Atopic	
KIRREL3-AS3	C0011615	Dermatitis, Atopic	
ETS1	C0011615	Dermatitis, Atopic	
ZNF365	C0011615	Dermatitis, Atopic	
GPSM3	C0011615	Dermatitis, Atopic	
PBX2	C0011615	Dermatitis, Atopic	
CCDC80	C0011615	Dermatitis, Atopic	
CD200R1L	C0011615	Dermatitis, Atopic	
OVOL1	C0011615	Dermatitis, Atopic	
OVOL1-AS1	C0011615	Dermatitis, Atopic	
C6orf10	C0011615	Dermatitis, Atopic	
RAD50	C0011615	Dermatitis, Atopic	
AP5B1	C0011615	Dermatitis, Atopic	
RPS5P5	C0011615	Dermatitis, Atopic	
ZBTB10	C0011615	Dermatitis, Atopic	
IL18R1	C0011615	Dermatitis, Atopic	
WASF5P	C0011615	Dermatitis, Atopic	
HLA-B	C0011615	Dermatitis, Atopic	
LCE1E	C0011615	Dermatitis, Atopic	
IL13	C0011615	Dermatitis, Atopic	
SPRR3	C0011615	Dermatitis, Atopic	
SPRR1B	C0011615	Dermatitis, Atopic	
C11orf30	C0011615	Dermatitis, Atopic	
LRRC32	C0011615	Dermatitis, Atopic	
LOC101927178	C0011615	Dermatitis, Atopic	
PPP2R3C	C0011615	Dermatitis, Atopic	
IL7R	C0011615	Dermatitis, Atopic	
CAPSL	C0011615	Dermatitis, Atopic	
TNXB	C0011615	Dermatitis, Atopic	
IL18RAP	C0011615	Dermatitis, Atopic	
RTEL1-TNFRSF6B	C0011615	Dermatitis, Atopic	
RTEL1	C0011615	Dermatitis, Atopic	
